rank_by_lowest_hf,address,hf,is_hf_below_1,total_debt_usd,collateral_usd,available_borrows_usd,liquidation_threshold,ltv,usdc_debt_events_usd,usdc_debt_share_of_total_debt,is_material_debt_ge_100k
1657,0xaa523744b80399236357c78adc4daf675d24db07,1.419696399044255,False,100707.72952338,183300.51384723,33083.31553371,0.78,0.7299,56296.499022,0.5590087204669865,True
1658,0xefd807df47215b8131ace9c5a067d36b94e4340e,1.4197261224264686,False,63174.90764544,111108.63040158,0.0,0.8072,0.275,34829.381626,0.5513167003183425,False
1659,0xcad942e8e73b81d40882b677b38e4e5d7adc0e92,1.4198353771049523,False,56756.54605994,99758.71147768,0.0,0.8077,0.2404,20823.9316,0.36689920450775954,False
1660,0x3b76f45cde883cda5ea9515ad25abbc0f6cf2bcd,1.4198456749001336,False,4051.03382626,7372.62897218,1330.98532343,0.7801,0.73,3397.786212,0.8387454555364471,False
1661,0x7b4c927397a68e45ca29161ba58cf585b82bbe94,1.420074751692678,False,21857.84031462,37839.40398754,0.0,0.8203,0.1454,19144.0,0.8758413331071505,False
1662,0x1e06022ff434a41d24656748f29af339a3e48cfc,1.420306177239532,False,4227.6678158,8457.15875225,0.0,0.71,0.0,2297.09,0.5433468522325996,False
1663,0x367c0994e51dfe88bddf2592daa967cd75b6f983,1.4204385836717182,False,20714.81094636,37723.22656625,6823.144447,0.78,0.73,20000.0,0.965492760314783,False
1664,0x1d3a63f8b2ac11b5f6c170b963cd9149511bd727,1.420551869296361,False,35922.9008657,65422.94903989,11973.2401264,0.78,0.7321,26619.018179,0.7410041376813319,False
1665,0x1b5e2ba43c73c9dfe39ba80f059e4c139be37b95,1.4211316435331693,False,1650.42126293,3007.00754091,544.69424193,0.78,0.73,337.60317,0.2045557565107054,False
1666,0x0a3de1b96678e90e8fe3045b7b48e78adb9b351a,1.42134136833928,False,1023.99930189,1753.55731196,0.0,0.83,0.0,901.280008,0.8801568578577188,False
1667,0xeca64d314358440f3e205feec5db3f1702922354,1.4214519129806034,False,11074.71574372,19178.66190204,0.0,0.8208,0.134,8435.083289,0.7616523515543211,False
1668,0x136065cd925d37e4b8948b9ebc710985a5e5b2ee,1.4214967481385707,False,273.63051421,498.67293095,90.40072538,0.78,0.73,262.97,0.961040477372277,False
1669,0x18457dd15bfb5465eb4177a80c38303b40b792c1,1.4215302036654849,False,699.65808026,1218.60655074,0.0,0.8161,0.2075,160.0,0.22868313039498148,False
1670,0x4c2b7e9a474e7a19addf2a9fdb577ee99abc82b6,1.4217515952034787,False,982573.88397979,1683103.59873921,0.0,0.83,0.0,505363.232175,0.5143259356009858,True
1671,0x46023579484d6bbed2ad4c3716fbe15e32a4aa9e,1.4220522304799852,False,2932.34360365,5346.08431039,970.29794293,0.78,0.73,2719.615126,0.9274544506362731,False
1672,0xd598c2caf0b3e76d09805054b71202c6929c1167,1.4222160940614443,False,50.00133899,91.17013979,16.55286305,0.78,0.73,50.0,0.9999732209171385,False
1673,0x9f0dbd30ef5d6a709ec947441fb8cca3a515989b,1.422782640474892,False,138078.15946601,236693.02206863,0.0,0.83,0.0,135224.742879,0.9793347724358072,True
1674,0xa3a52219de76ffc1e979f2a726976c2968824aae,1.4228464302974417,False,4872.10942905,8352.12470981,0.0,0.83,0.0,3663.897917,0.7520147013024734,False
1675,0x6d1c1a1c596170c97db2519a9429e13677dc1c1d,1.4229813762457124,False,2627.61684268,4064.18459896,1030.14929638,0.92,0.9,2600.0,0.9894897755900238,False
1676,0xb6166e8b98d6e9973d7d3ed69588e1683b5ef939,1.4231056185644926,False,51504.92784272,88309.58095992,0.0,0.83,0.0,46756.085465,0.9077982908310932,False
1677,0xbc529a6513ae84602fc7366a46c7bc26acf27679,1.4236127205674896,False,94.62542021,179.6132692,0.0,0.75,0.0,92.423879,0.9767341460136804,False
1678,0x3706e1cdb3254a1601098bae8d1a8312cf92f282,1.4239326249648476,False,23752.07641856,42966.68143481,3862.60973959,0.7871,0.6427,7762.030049,0.3267937468799447,False
1679,0xe72a579effb01fb35fc995cb96f752e250f2b4df,1.424120213074488,False,1726.35942358,3462.73711289,0.0,0.71,0.0,1437.693088,0.8327889710351367,False
1680,0x004d57f1d1d0fc2e23ab773db0e390585718092c,1.424272022742718,False,422180.39400606,724457.49847389,0.0,0.83,0.0,385122.87403,0.9122234937903627,True
1681,0x055ab6fa2c606bc1fc8534923803451273c1f15a,1.424525603630274,False,51451.56650577,88306.11305344,0.0,0.83,0.0,49338.328822,0.9589276318043103,False
1682,0x25d9bbb4eccbf3a5e6d6bbce9813302e508f321d,1.4245261522652855,False,127304.6965581,218492.61391953,0.0,0.83,0.0,123561.128806,0.9705936398788595,True
1683,0x96c43da8eb66e79d4f09e4e6cd1250434904d641,1.4245783357954902,False,157996.92357892,278426.38112005,1986.87501266,0.8083,0.5746,153376.038935,0.970753325196159,True
1684,0x07c6984d0c4319c54fa4006654180fa3b00f8d48,1.4245928315092125,False,1058.47454015,1844.40544549,0.0,0.8175,0.1817,622.428506,0.5880429640865935,False
1685,0xccb0c4df656aeae038a246dd9d82b626a8a5ca8c,1.4248830451970362,False,761.20341785,1306.77812535,0.0,0.83,0.0,755.16728,0.9920702696434957,False
1686,0x6ebd40ce68f2f15f6a429f8348e547c4c8398888,1.4249737411306402,False,97451.11043944,178032.4018208,34506.50579013,0.78,0.7412,49887.438672,0.5119227317886956,False
1687,0xf8a59592a64aa1c2235db9de017890e0f6a4a1f7,1.4251003962904725,False,9787.1068291,17413.25991917,0.0,0.8009,0.4353,9500.0,0.970664790513337,False
1688,0xe0d7b40098529bf77f5e01d2e17e69937e808cfa,1.425234610676024,False,154055.85052578,264537.02427286,0.0,0.83,0.0,101000.0,0.6556063898598805,True
1689,0xbc34e83cdc679441b0cb19d94ee4d8fed0daf6d7,1.425299034223372,False,200599.15202717,366556.12519276,66986.81936354,0.78,0.73,150753.376552,0.7515155225161736,True
1690,0xcb8ee04840a91c50b774017715eae4aa9f0e5294,1.4253598326036119,False,9406.21864327,16276.96552676,0.0,0.8236,0.092,8745.67609,0.9297759728621016,False
1691,0x920e575e6118d8627321045ceb4d6f713194572f,1.4254152848924295,False,2204.3137376,3785.61746298,0.0,0.83,0.0,889.864511,0.4036923128596302,False
1692,0x2d3f3b501c8d26c90f5fbd984fb9298540803e08,1.4261003750255297,False,1115.92330352,1964.14848512,0.0,0.8102,0.2885,663.520101,0.594592924896391,False
1693,0x20727432723e68f73b0fa116ec6f4611427a9a1f,1.4261096199322327,False,1.0017503,1.83154582,0.33527814,0.78,0.73,1.0,0.9982527581973272,False
1694,0x19afac5cc03172fb88df84c73d46f802c486caa0,1.4262790588296297,False,111261.63412788,196743.22271316,0.0,0.8065,0.3418,98307.945739,0.8835745269210095,True
1695,0x46939921dba384fd6fc4c49e6b640e9ee361fee5,1.426319576010559,False,52307.2248169,91400.25104451,0.0,0.8162,0.206,50729.295936,0.9698334429627361,False
1696,0xd3ed8c764d625a7011bb1ffc8ead1b1f40f06934,1.4264493027197576,False,66907.22600902,121832.60031881,0.0,0.7833,0.2126,63117.010371,0.9433511764856455,False
1697,0x1e4e65084825484eacd2bc7dd9c096bdaeaf4581,1.4267237883740158,False,5057.27568332,8699.34739852,0.0,0.8294,0.0088,4984.077312,0.9855261259413989,False
1698,0xc6bf41b25915377dbac609e3f040d8927189260b,1.4267727051318637,False,2601.80450733,4996.5444982,0.0,0.7429,0.4547,1003.869895,0.38583601964399017,False
1699,0x1e16421c3478ae06fb0cbb15b1e4628e4d37de93,1.426868022263824,False,2853.04839354,4904.72713098,0.0,0.83,0.0,2450.169662,0.858790081355712,False
1700,0xa7f5d34764895fe91ed9bff5643b22f4c2147295,1.4268832596816137,False,5146.31065337,8847.21026556,0.0,0.83,0.0,4908.938509,0.9538752787466181,False
1701,0x23b0b95664b3e57b7b87ca240df7551126bd9d31,1.426958239657748,False,133.57400728,229.64401246,0.0,0.8299,0.0,130.5,0.9769864860492191,False
1702,0x52f302f5eafed3983db61fe90affb09582de84c8,1.4273368152312527,False,10672.53911559,19294.58921104,732.49256705,0.7895,0.5911,6873.394105,0.6440261338522183,False
1703,0xfdd86230f75f31f226aeb97485cc13c7ecc7d8d6,1.4275172447191289,False,1273.85243192,2331.34142794,442.48112732,0.78,0.7362,660.0,0.5181133885384371,False
1704,0xcb42552c15a8be3db0ff69100796df9fc6ba48d6,1.4275367218939536,False,5169.18076422,8890.59682293,0.0,0.83,0.0,4124.858595,0.7979714355418595,False
1705,0xc14920339af009fde995df36619f8e1c1b5d761d,1.4277045094603922,False,13231.24942967,22759.41503197,0.0,0.83,0.0,9552.461009,0.7219621291077306,False
1706,0x6e834efbb5b9102be6ef2777463b2d6e38a93453,1.427712134361632,False,60477.82929744,104030.03704555,0.0,0.83,0.0,37485.690024,0.6198253220967829,False
1707,0x4c83b3817184910bc3004cf8ec87ca0bf9d8da47,1.4282186426471348,False,2403.04267244,4400.09018443,809.02316219,0.78,0.73,900.0,0.3745251843930672,False
1708,0x53a17de2f4ca5144262039c1708252e26a611093,1.4283367548344046,False,49062.75643416,84431.49193783,0.0,0.83,0.0,47521.0,0.9685758292804244,False
1709,0x669e2930b3caa5f56c967eb5b21a5213b0c84be5,1.428405966976692,False,18.02014681,27.97835351,7.16037134,0.92,0.9,17.510155,0.971698798274108,False
1710,0xbf0fc547a8624a8540e99c8dc434e464e171f598,1.4284108627639378,False,3625.57679806,6239.53407486,0.0,0.83,0.0,3610.0,0.9957036358826175,False
1711,0xcacc8b8fe63caf00a6b3b0a7e76f3baa7c6127b8,1.428487683578525,False,85180.58376583,155999.24973015,28698.86853717,0.78,0.73,79746.285317,0.9362026155658967,False
1712,0xe1b2590d7b450789a91ff7c802229ddc548f62cb,1.4284887303409104,False,1739144.24102192,3146326.27347004,116244.36244336,0.7896,0.5897,1642940.0,0.9446830005512421,True
1713,0xf7ddae2b48d6c83fc6a2ba8787fe56c457833408,1.4287833047678349,False,3122.65370691,5719.99420898,1052.94206564,0.78,0.73,2949.085,0.9444162807659663,False
1714,0xd55ff3fb7a771ecddd8fed02d85d2bc44c2e6b96,1.4289619670597296,False,52.09249524,97.94499272,15.48954973,0.76,0.69,49.800636,0.9560040418597541,False
1715,0x6e24877c8236baa41dd4faac0df6d1cb4937ea3c,1.4290444742441273,False,78384.63079281,134957.98012064,0.0,0.83,0.0,73820.086178,0.9417673519841507,False
1716,0x4f73fcf1df78e9e7959225bfc4d589e0f076ebb5,1.4291249029403401,False,1084.15950154,2001.07707739,359.01728667,0.7742,0.7212,1030.0,0.9500447107062485,False
1717,0x51904b09216975ba76a2dd94e69010b1a0ee9643,1.4291686102195835,False,25646.802976,44958.30209946,325.60814685,0.8152,0.5777,24061.979087,0.9382057915568245,False
1718,0x13c9319854456be7b5bb6466c76072dfd79bf264,1.4292564908926695,False,5857.95956762,10104.81248284,0.0,0.8285,0.0214,4120.736107,0.7034422241111835,False
1719,0xdf5dd945d94ad26ff148052c6cf7f49f7418d8df,1.4292833222163523,False,30.24458703,52.08202871,0.0,0.83,0.0,30.0,0.9919130312555634,False
1720,0xa02f2fd30af63ed87713a8882200d1b98bad3621,1.4292901488279475,False,18087.66049266,32851.53934923,2559.53198833,0.7869,0.6285,3000.0,0.16585892914218534,False
1721,0xd9ed1b9861b2109f73642180eb7d43ef35b1feee,1.4294200752417057,False,20.07942519,34.58064273,0.0,0.83,0.0,19.899999,0.99106417697209,False
1722,0xf4079397fc045b82dd3cc16561da6deedb19ffe5,1.429420380601799,False,9640.96376423,17233.11926646,0.0,0.7996,0.4547,9229.509257,0.9573222639051312,False
1723,0xf3b7cc70ee5ff4a767a51f7b7e05dfd104e52421,1.4295049516982636,False,1976871.19079921,3503012.13837989,0.0,0.8067,0.5495,1865456.820086,0.9436410570239696,True
1724,0xd2d764ee4b62485622ff70948704fb66d4eaeaab,1.4295919518606333,False,1138.7264214,2271.66992455,0.0,0.7166,0.0,1037.660237,0.911246298934783,False
1725,0x7d0aa1ecf093fe692869ae40220d701ba5e548b1,1.4296751976185116,False,331705.36622523,591001.8872881,0.0,0.8024,0.3825,289074.13989,0.871478635331202,True
1726,0x25328ed1b65795bfd156185901d7abf7cd304181,1.4297432002535004,False,36511.5434147,66925.80886611,12337.60447667,0.78,0.7299,5783.95361,0.15841438265990443,False
1727,0x4248b89126f0ed71a052421b3bc4e75cfb50e2eb,1.4298916013918732,False,2763.70115703,5066.40137589,934.77184736,0.78,0.73,2174.0,0.7866262944059698,False
1728,0x180a2a51ed8847b1680597477654363c99784639,1.4299966360268808,False,6.47835141,11.64784033,0.0,0.7953,0.233,2.0,0.30872051752438046,False
1729,0x1f689f43e1789bd3b9ae6a50bb4c7eb794629309,1.4300204463111836,False,5040.92957277,8962.61162901,0.0,0.8043,0.3752,4749.999989,0.9422865208548958,False
1730,0x6abfe24b4393e306a0fd7326fd85a262561ca9b4,1.4300393158300624,False,1.02450336,1.8783078,0.38422749,0.78,0.75,1.0,0.9760826943505583,False
1731,0x42a82de905239e0c5e584e0c80d7a15825b9c190,1.4300943238223163,False,60470.19855463,104190.46712456,0.0,0.83,0.0,10000.0,0.1653707154767451,False
1732,0x333be8e79c30897314942123f7cb45618c6c0b64,1.4301204564171883,False,58256.02019214,100377.26046534,0.0,0.83,0.0,54171.900924,0.9298936100566129,False
1733,0x8bbf82e20e2b5e95af6d6e7e75d21e104127933c,1.4302071897849202,False,61935.25336894,110890.86790656,23140.22048897,0.7988,0.7672,60000.0,0.9687536053592619,False
1734,0x22221135be5ccc6860690e293caef0abb3273e73,1.4302413212202083,False,2744.42964414,4729.20387881,0.0,0.8299,0.0,2587.91953,0.9429717156443832,False
1735,0x984384a78a21a58f1569a0d673df9f2e3373e04e,1.430398087249899,False,44.18574698,76.14844333,0.0,0.83,0.0,43.75,0.9901382909697729,False
1736,0x2dfb2c11512dc15c31eea358576b9e10c573bf15,1.4304827910065068,False,35974.53128894,65975.57426071,12187.63792137,0.78,0.73,9731.534491,0.2705117799267022,False
1737,0xf221aeedbd8a5fc5528add1cde5bd779c6c5f82b,1.4305057339790526,False,146.73335345,295.63789222,0.0,0.71,0.0,103.340939,0.7042770888161692,False
1738,0x2b0ab96b38c16e2c610922926d3cad4669d023b9,1.4307015562228207,False,191.60012117,351.89529441,66.3039401,0.7789,0.7329,95.4,0.4979120024426027,False
1739,0x79d4d0df5733222047fc73e6097a144f51350009,1.4307099571486164,False,536653.64803573,984353.48430145,185960.24478996,0.78,0.7341,91229.657667,0.16999727478033655,True
1740,0x624fb09d696b969d840cf58903a0b8d4047f1234,1.4310570562293274,False,1.13657984,2.08527,0.42737266,0.78,0.75,1.034788,0.9104402203720242,False
1741,0xc77060d9f36943668b2377a7eac34effd6ec200f,1.4310769034142778,False,1442808.6764613,2640739.04522138,411782.35499767,0.7818,0.7023,1381510.426828,0.9575146375029827,True
1742,0x63283094ca16f7452b6e6679ab98e0c84f5af926,1.4314970746429228,False,612839.04600266,1124714.48920483,208202.53111686,0.78,0.73,601539.049809,0.9815612333003813,True
1743,0x8ed5773f1b9b716cd88a5100cf847c1a11c863be,1.4316111301036443,False,78034.96872117,142665.45131949,19733.66506807,0.783,0.6853,63576.589285,0.8147192255842143,False
1744,0xb12448284274e97d081854134cc0db74c488ca4e,1.4317676916666824,False,35939.82392497,63129.68822866,0.0,0.8151,0.2174,35008.694695,0.9740919924395324,False
1745,0xf8297d790b50d19982fb3621a202d3c1d44eee50,1.4317743187881893,False,19784.07388118,35879.53930495,0.0,0.7894,0.3815,6832.0,0.345328269649209,False
1746,0x151a53a099ce100bf66a78a167451c0ace72b730,1.431909127844696,False,879294.73122481,1614192.50218789,299065.79537234,0.78,0.73,3000.0,0.003411825288457219,True
1747,0x92bdca9aea75b3bb528db8a02635a56d9f4429a3,1.4319664440842488,False,21983.74028749,37927.68482789,0.0,0.83,0.0,19722.54641,0.8971424403709523,False
1748,0x6f74fc79632bfc711f5367fa70084e916970e934,1.432299220265697,False,30057.6577848,53431.82617082,0.0,0.8057,0.455,29001.0,0.9648456379281041,False
1749,0x8806de670166a9fce658607606f9ef0a885ba197,1.4324621668291262,False,100331.94765729,173158.69776307,0.0,0.83,0.0,90170.260286,0.8987193251146693,True
1750,0x369cf240864ba22ef7df6e01a920cf2d1f7a01dc,1.4324963133812485,False,1516.063601,2616.5729148,0.0,0.83,0.0,1496.274097,0.9869467850907133,False
1751,0x6186ea0d074a614da4c7ab471cfc4d457bf26b05,1.4327580481938595,False,1026.48865872,1885.52549636,349.94495362,0.78,0.73,281.460824,0.27419769483958356,False
1752,0x27598ecf20687980351db49d75bff5a6d8306f16,1.4327773288277303,False,30148.44821505,52043.38927935,0.0,0.83,0.0,11638.621911,0.38604381319997894,False
1753,0x4bfdec3b86422dc8a16d2a4f5591176af9604e54,1.4328557900584724,False,78421.55322622,140458.47075696,30433.76161042,0.8,0.775,68631.62713,0.8751628131110929,False
1754,0x67fdd7770a6e268b34abe6a6e6fc5b4d511b2fb0,1.4330205071159385,False,11292.23407004,19496.38914882,0.0,0.83,0.0,8702.489063,0.7706614128810009,False
1755,0x469e3713084aa9d2a5a911022aa9716d50d7737c,1.4330636014728269,False,1832.09009683,3548.55527909,0.0,0.7398,0.4123,1313.370441,0.7168700072515418,False
1756,0x894f0fa4313f2a70db4182966e90f2d3ef8daa64,1.4333265001938627,False,6449.78946915,12256.21484248,0.0,0.7542,0.0,5631.564976,0.8731393486463936,False
1757,0xe97bf6c85ea9ee53444debee83be23f5e937891c,1.4333424133947061,False,414.88645785,716.47512865,0.0,0.83,0.0,400.0,0.9641192004020962,False
1758,0x4ff13f251b008c4035017a27da70790bfefc896b,1.4334747321220176,False,61594.81470184,113198.21859593,21039.88487318,0.78,0.73,57943.386159,0.9407185724883604,False
1759,0x712a81b587abcaa64ea8ff2f0201f2379bf120e7,1.433643791204231,False,40766.9530449,70416.01098691,0.0,0.83,0.0,18401.359267,0.4513793132082515,False
1760,0xf06a2ec178a90860752fd975d1e25557e51d39ad,1.433683585423061,False,2506.75333467,4554.70373094,900.62052644,0.789,0.7481,800.0,0.3191379019768275,False
1761,0x378279023bdf779995331365a21c79f887065624,1.4338199745307725,False,14978.7522825,26822.19556313,0.0,0.8007,0.4276,10413.173372,0.6951963137921665,False
1762,0x9f459fec7d18d2a2f184f2876fd6e09006bd276a,1.4338268206824076,False,2366.59194734,4088.29278037,0.0,0.83,0.0,2300.0,0.9718616690913497,False
1763,0x9b1f54f48f3c5ecd4986d87c877e858022dbfebd,1.4338599155016654,False,29282.93981377,53830.29949617,10013.17881843,0.78,0.73,22376.336621,0.764142424336704,False
1764,0x760f5411f0b388ea482ac2f2ea07b4c645093b38,1.4338712839006296,False,3894.56325457,7159.3620458,1474.24234357,0.78,0.7499,3795.0,0.9744353222525864,False
1765,0x81f9cd21d2b1d7e4c9121b7a11e8e490691593dc,1.4340610098457034,False,46521.30422717,80378.78134862,0.0,0.83,0.0,44857.335534,0.9642321142794146,False
1766,0x4f052d48e50a252853cd4c0400c620703ea600ac,1.4345818295903825,False,5815.07351112,10695.12662712,1991.29941401,0.78,0.7299,5633.707954,0.9688111325208221,False
1767,0x2784a546209e86b0c7757f62597f40cd84639379,1.434620151690394,False,375241.67201032,663394.31815863,0.0,0.8114,0.2749,343110.36516,0.9143716989688813,True
1768,0x3083612e389cbdf66ce55a2a617c08cd4586c28b,1.4349833441228488,False,303918.50067757,539774.90517251,117861.61022422,0.8079,0.7814,278586.843799,0.9166498359853237,True
1769,0x7ae6ddf73083e7d32cd17846ad789bd29f17707f,1.4358799470577983,False,1586.65406717,2744.87320237,0.0,0.83,0.0,1328.312303,0.8371782674525988,False
1770,0xd33acf843c160cdbaef1469dcbc16c68c7a035f5,1.4359624423324742,False,505.58763552,874.70464568,0.0,0.83,0.0,100.0,0.19778964708492008,False
1771,0x671813687ef1c4f0dcccd6940880b0cb790364ad,1.4359836608255967,False,7746.22476729,14260.83615245,2664.18562399,0.78,0.73,7378.514514,0.9525303919862059,False
1772,0x40ce5f9fbbdc7f7ce54c1c26083c03c0c513707b,1.4361162330099762,False,16944.11129134,31197.06830695,5829.74857273,0.78,0.73,16700.0,0.985593148726262,False
1773,0x584996af443312b5061680c0162955b992dabbf2,1.4361623022633803,False,582666.88029498,1096654.06241798,199247.46620903,0.763,0.713,534851.403825,0.9179368553679025,True
1774,0x73c098d4183264ea05d348c5dc2a131c54989ed7,1.4362511976183725,False,5362.3484085,9508.24607871,2101.62476328,0.81,0.785,5200.0,0.9697243826524481,False
1775,0x8c74cf55f3c213ff43966cbc6650194463c894b0,1.4367621339777055,False,740.18325363,1357.7113705,185.91167218,0.7832,0.6821,249.911936,0.33763522043275657,False
1776,0xd132244d19cf028859e73b57cec4ff110e15a5c7,1.4371893814542416,False,210.41749283,403.21304849,71.83164111,0.75,0.7,204.0,0.9695011439225503,False
1777,0x22f6215b40434d9135b06f1c676fd9291936aac3,1.4372324931073341,False,389466.90226057,674402.99628765,0.0,0.83,0.0,363703.005324,0.9338483019043996,True
1778,0xfa42e6ee3c0df7c08d7eeb126324dad0c70c322a,1.4372368729682445,False,2929.43120717,5397.80326637,1064.94320994,0.78,0.74,1100.0,0.3754995158471953,False
1779,0x2b33eb8b824937ec8b9fbccee7ca8da0a942c627,1.4373548890117591,False,5444.32244141,9982.38656326,652.91927142,0.7839,0.6108,4200.0,0.7714458585432831,False
1780,0x068cb88c25e61aadfd3b423c8b8a846a84319613,1.4373699084212104,False,2597.3595193,4786.36719794,896.68853519,0.78,0.73,2281.7,0.8784690694705707,False
1781,0xb80b449cc16f0e23000585c6fa8b9349acfbd509,1.4376071530277517,False,2073.03904062,3656.77706992,0.0,0.8149,0.2252,2000.0,0.9647671658908288,False
1782,0xb4c4ec70eed2f59971bc409c1dadb9ad63a8763f,1.4377445838076088,False,69602.82972198,140945.199226,0.0,0.71,0.0,53178.119159,0.7640223733921955,False
1783,0x29054963d56291f4c76308a511622380a86fcbba,1.4378646143540381,False,383575.72986475,664493.93843078,0.0,0.83,0.0,259995.106511,0.6778194923924803,True
1784,0x8d5e434e503d8aef09d7b0c2119e0c8d01244e09,1.438102880268889,False,20962.65290758,36534.88187466,0.0,0.8251,0.0,16596.153912,0.7917010306457399,False
1785,0x2f823fec781fb59cef02c0a440e949656c8d256d,1.438195555910997,False,28111.16394752,56942.74797297,0.0,0.71,0.0,26788.097766,0.9529344930722187,False
1786,0xea73d37ed208202a414b38d1283aae5c3f394290,1.4383624173334324,False,438.89474533,889.14043218,0.0,0.71,0.0,400.484981,0.9124852490518652,False
1787,0xd51c5283b8727206bf9be2b2db4e5673efaf519c,1.4384037589690455,False,2874.27982963,4981.17459189,0.0,0.83,0.0,335.344418,0.11667076202638495,False
1788,0x5076ed898f7e550b202b2ca6a52d787bd40b154e,1.4384302083850904,False,22666.71485957,40303.56869984,0.0,0.8089,0.3069,1489.793061,0.06572602471200198,False
1789,0xa2e0aaa6f66acd3b7becbcdc77e08ac4136b22ce,1.4384801728715588,False,4987.16755048,8995.14940198,1868.03580876,0.7975,0.7621,4493.769566,0.9010664912526326,False
1790,0x2469534914db9cd65739ee1f2b35163b5390701b,1.43883461895566,False,6855.40970475,11884.09736183,0.0,0.83,0.0,4432.596663,0.6465837716349363,False
1791,0x719d385f4b4441d4a4dc3aaabe6e0b2c394c1400,1.4388814330579474,False,31355.14260509,54766.32467979,0.0,0.8237,0.0905,28844.89,0.9199412792757479,False
1792,0xfdf3b3b1cfe5f4967daba1719693d589ba790c1c,1.4389495411708855,False,811.57722461,1542.59822332,184.16992854,0.757,0.6455,800.0,0.9857349069701119,False
1793,0x889a7ddde9934482e9049ceee70527edfec9afbd,1.4389611214928169,False,42635.64538764,73916.91096695,0.0,0.83,0.0,35270.4,0.8272514624634915,False
1794,0xfad32859e65dd2d0007d093468d1578278041d18,1.4389634818486636,False,2203303.05667916,3966249.50676995,0.0,0.7993,0.4966,235080.273306,0.10669447972369053,True
1795,0xa901b364839adfff274a688ef01d7eaefc8cfb65,1.4390536833521421,False,177809.92473869,328048.75273305,61665.66475643,0.78,0.73,148637.492225,0.8359347344836803,True
1796,0x38104e1bb27a06306b72162047f585b3e6d27484,1.4391331415558368,False,43.73379651,88.64613516,0.0,0.71,0.0,37.583141,0.8593615006967525,False
1797,0xbcbc71167be8bf8ce854b407069d59306d49066a,1.4391401235589514,False,823.36336176,1433.80975514,0.0,0.8264,0.0536,749.130231,0.9098415909577016,False
1798,0x55c102d2bd2829c9a975e17823a9f567ad994c0b,1.4392072103157407,False,12356.6003519,21426.15460415,0.0,0.83,0.0,3940.333123,0.31888488830134565,False
1799,0x067c56efb017eaa5f6250a6e2a4a77dd455ba040,1.4393843794037158,False,1010.47570688,1939.283931,0.0,0.75,0.0,1000.0,0.989632895864122,False
1800,0x8b9237c84e47f20a1f3caf6e711dc8c8b0daef19,1.4394465483405123,False,188283.95105612,347012.27152718,59829.82308581,0.781,0.715,4490.894168,0.023851709839366193,True
1801,0x26d35130fbd8e9653f084657d227695292656737,1.4394608565499292,False,22918.70777282,42295.61887395,7957.09400516,0.78,0.73,150.0,0.006544871616971775,False
1802,0x3e1312bc10f0d8cba6862b32e782e9fef8f206b7,1.439514368745987,False,405.18889646,720.09288705,160.08401987,0.81,0.785,400.0,0.9871938828893544,False
1803,0xd1de770195d3398283a8cecafef776b3e0cb9681,1.4395690309827807,False,8221.459919,14990.15553231,2982.18232584,0.7895,0.7474,8011.945538,0.9745161585577023,False
1804,0x92bfb3bd9a4f1d0480dc513908b56d6c730e0ce6,1.439579909893709,False,634872.85869954,1143130.81809918,0.0,0.7995,0.4468,177935.525525,0.2802695422977749,True
1805,0xdba7900c958b55d2f3aa18bf59739175f64ab0d0,1.439779229553293,False,4947.07919421,8667.33373705,0.0,0.8217,0.1105,3281.179636,0.663255934904024,False
1806,0xae1217493a23e2dc1798faa99a83bf4d9437fab3,1.4399621709335653,False,8120.48328312,14991.26761204,2823.14207366,0.78,0.73,7500.0,0.9235903502923533,False
1807,0x6ea1dec0c68f2c1929f6fd5ec49cad479a6cf668,1.4400625314738846,False,52380.59117466,90881.11653865,0.0,0.83,0.0,49874.575321,0.9521575492475096,False
1808,0x16782bb20b08232c1aedffb3849e16a75813ee85,1.4401227639397483,False,12.53654781,23.14636908,4.823229,0.78,0.75,10.999933,0.8774291907717776,False
1809,0x9d83d9584b556f5216b5d8be6cbb2c32d2522311,1.4401505795662763,False,0.08015563,0.14521655,0.0,0.7949,0.5261,0.078027,0.9734437867932669,False
1810,0x365d63a88c7d52708761cc5f8f95121abbaa24dd,1.4401778925604831,False,597.87290436,1063.01646842,236.59502334,0.81,0.785,580.008451,0.970119981638701,False
1811,0x6e8d5c34ccbead767b53dfb7dd9ed6f3f6aa7fd9,1.440794694695231,False,249473.95579299,433061.14695322,0.0,0.83,0.0,239500.0,0.9600200519477623,True
1812,0xc436455b71bbcdd57c8c66c487dd04f0f1be9e69,1.440810771453977,False,310.35669345,572.79227367,102.11102281,0.7806,0.7201,15.245287,0.04912182440961625,False
1813,0x66ccad663cb4aeb4d6604b2560e03d84504239d4,1.4409872792079932,False,3815.06862649,7048.03251292,1421.6195306,0.78,0.743,2530.0,0.6631597613822456,False
1814,0x04000d31325c81ff43b910f8f98d96d73ccebe86,1.4410326606475414,False,189502.77749297,347825.80924267,38462.25788467,0.7851,0.6554,185000.0,0.9762389894621094,True
1815,0x02171b5194d93bb3358e080e0b048064783bdfc4,1.4413940550281912,False,324230.28791516,638078.24825994,0.0,0.7324,0.1849,184237.668761,0.5682309013931749,True
1816,0xd963c622ea5721d0c1f746877367f49342c49e04,1.4414448924851297,False,2539.09768177,4692.26844219,886.25828102,0.78,0.73,110.72008,0.04360607344685426,False
