rank_by_lowest_hf,address,hf,is_hf_below_1,total_debt_usd,collateral_usd,available_borrows_usd,liquidation_threshold,ltv,usdc_debt_events_usd,usdc_debt_share_of_total_debt,is_material_debt_ge_100k
7289,0x488cd04ab7423c3ce53754a8a6ebcbbf5bc7cb97,2.8122644188126347,False,68534.47023969,232213.31580392,0.0,0.83,0.0,60450.0,0.882037896967531,False
7290,0x9e872ab3a64188dbc02c69059ea7113899da4b90,2.8122989047822324,False,75148.30671113,255376.83339459,0.0,0.8275,0.063,66720.0,0.8878443563135973,False
7291,0xb908548141641e5a5e0d6aee88c767d83a2ac7ca,2.8131969282712683,False,222052.84190877,771207.86761933,383345.3341724,0.81,0.785,212207.802103,0.9556635271084942,True
7292,0x6ea0088cae8eb6e3d9cb55fbe43e6d1b669a15eb,2.8142688815034824,False,1278347.43559625,4334473.98523892,0.0,0.83,0.0,1147592.538373,0.8977156807435038,True
7293,0xf66003d397908be7f8e734123682119f7d2e9e48,2.8151685852996584,False,4912.88364098,17428.3606021,4383.40390418,0.7935,0.5334,146.965692,0.029914344148945473,False
7294,0xa0f3ddc69bd8b87585243e2cc63c3bbe761bcd5e,2.8154323804193577,False,958.04292425,3396.73284437,0.0,0.794,0.0,268.199269,0.2799449400557482,False
7295,0x4d72f2f1aa023c19f9934de0f8c0f50bd37a299e,2.8161214719475,False,404.95665421,1462.06042196,662.34745382,0.78,0.73,1.0,0.0024694000940688973,False
7296,0x31619871f37238d1e78488d2a61588b1639a9ac0,2.818893698156316,False,12776.25151833,45216.89064727,8873.59572358,0.7964,0.4788,12486.832399,0.9773471022455396,False
7297,0x594bf46e2593b9ebe230dc0983d57bf95189981a,2.8201005402356025,False,15981.50779512,57781.35739333,26198.88310201,0.78,0.73,14472.105621,0.9055532060259733,False
7298,0xbcd9c589c20dd945b27da71f02bf6da9da22a2f7,2.8205119599191883,False,84394.47739034,301310.92763365,141588.71833489,0.79,0.75,75000.0,0.888683742339101,False
7299,0xe17b347be07a423e3eb0ded3c3db82e138a48f51,2.821715774383477,False,38132.02370052,134315.16386158,13888.23926306,0.801,0.3873,10895.976795,0.28574347064751804,False
7300,0x438417a137c59998a2d145bde0fc6277bdbec9fb,2.822731459339183,False,102.73599408,349.39291867,0.0,0.83,0.0,101.0,0.9831023771605482,False
7301,0xdd39d26ffab1524e694b5fd362f2badb156076c0,2.822995296010304,False,227282.74704285,773033.88646538,0.0,0.83,0.0,215650.429436,0.9488200588993367,True
7302,0xd0aaa85f2b06e2a2402a58155b51fc1efa0ebadd,2.8230196620244747,False,77.43031558,263.35819677,0.0,0.83,0.0,77.004594,0.9945018746622548,False
7303,0x2268fd12d42e460de6ddcfd0c8acfc6bb3364186,2.8232988187394397,False,45012.36961738,162660.5723628,70688.09550427,0.7812,0.7113,3530.0,0.0784228875308313,False
7304,0x6a0189873adc4deba368dcd9ea16d998bb0655ec,2.8233339508751563,False,1021.12182446,3473.45531925,0.0,0.83,0.0,1000.0,0.9793150788142543,False
7305,0xc2c5ad1a018ffd61fdcf94e5bfc6af863ae5873e,2.8279296245132763,False,7940647.19566927,27054929.44872458,0.0,0.83,0.0,4647185.80207,0.5852401810024399,True
7306,0x8273544fb866ea5fdeca807e7dcb4839d11bbc41,2.828049269033967,False,16137.63233462,56343.2337381,28091.80614978,0.81,0.785,15550.0,0.9635862112585528,False
7307,0xbf1ff32fab9e0623e8ff763d33919b32b08adb02,2.8303258061220693,False,8162.47775581,27864.43854623,0.0,0.8291,0.0134,8049.4575,0.9861536828410279,False
7308,0x5943a973312137c6ea1f55adb9051421f7deeb0d,2.8310021729969703,False,7060.36369897,25625.51919735,11646.26531509,0.78,0.73,6999.992328,0.9914492548055553,False
7309,0xc3da191bb0baa78aef54e62c00778abf30dfe0c5,2.831121664545348,False,28019.10112452,95572.87254785,0.0,0.83,0.0,27000.0,0.9636283433936371,False
7310,0xd0b8dfcf9da999db981a60a8da6584e8e52b757c,2.832054915550519,False,2787594.97392784,9511592.82948947,0.0,0.83,0.0,2758738.767002,0.9896483502102242,True
7311,0x9a72e6fad41ad6f2af7f914f1787aeca73828a9b,2.8330068031559223,False,3111.68686589,10926.78433018,530.21035135,0.8067,0.3333,1688.0,0.5424710366919265,False
7312,0x2c5727b0d5700cd57656c37a4d79588f1deee330,2.8330560166425363,False,17.83696353,60.88327331,0.0,0.83,0.0,17.785548,0.9971174729424365,False
7313,0xfd857137b71daf829a221c8bbac01673e5387e0c,2.8346673945386955,False,70438.09879605,240564.55661501,0.0,0.83,0.0,70000.0,0.993780371652016,False
7314,0x7c73e4cf9a8925eb3d8b456824f55d9d4037a0f0,2.834870349843289,False,6428.23449035,22629.54837918,0.0,0.8052,0.219,2050.0,0.31890560356462405,False
7315,0xad1491d3b96097e6ec72db9ba1c170609d532840,2.8354227864909216,False,23520.13854162,80348.83947269,0.0,0.83,0.0,22369.746495,0.9510890616318298,False
7316,0xa8bf5e104ebf510f893dbd05293c2f54c6b2ef7e,2.8360894786020814,False,11.93749338,40.79011973,0.0,0.83,0.0,10.0,0.8376967996274609,False
7317,0xa2b52de1f04d3fe7b73003cf4cac108654d57c37,2.8363797221271185,False,2550.12110558,9155.83771245,4316.75717875,0.79,0.75,2490.141448,0.9764796826908507,False
7318,0x0020e6ccc2e6b6bb985ae046cbe33a49bbb005a8,2.83697168194446,False,2.11308541,7.22260659,0.0,0.83,0.0,2.0,0.9464832753731426,False
7319,0x5469ff048f40456fda8388beb8fa45fee59e9996,2.8370591926212527,False,20387.85400074,71158.48020158,0.0,0.8128,0.2503,19200.0,0.9417371734809908,False
7320,0x66ff24ee243dc0d58644107eae5cc2f601d52c43,2.837442084317141,False,42649.70825788,155148.81678815,70608.92799746,0.78,0.73,37601.40749,0.8816334044454508,False
7321,0xfe305884c29eff16f619af60e67fada1cdc6e8cc,2.8380742782599566,False,7567.9982101,27375.8868441,3740.98064519,0.7845,0.4131,7331.340096,0.9687291001490772,False
7322,0xd57573db24a75a803d07beefdc8ea1cad7659e43,2.8388850727534694,False,2711.88091744,9275.56416338,0.0,0.83,0.0,1018.286376,0.3754908150470178,False
7323,0x259f49e9588923d866bbe350f4b55aaec7aaecf4,2.8396724867127316,False,4.19623311,14.35653941,0.0,0.83,0.0,3.0,0.7149269169176352,False
7324,0xafe998bbaa8ff9c668f935658952a669e8f0c91f,2.8397900368583326,False,503.22825264,1727.80355984,0.0,0.827,0.0435,494.5851,0.9828245878591735,False
7325,0x22ea4ad42da85909a0c840fab4e57a961b28adf5,2.8398109311298256,False,500.62680447,1712.87406235,0.0,0.83,0.0,447.036935,0.8929544543130603,False
7326,0xb2615422c7c7e56b2b1d00472a1f7393aa222014,2.840036805756564,False,17.45363117,59.72163243,0.0,0.83,0.0,17.403367,0.9971201310769991,False
7327,0x5a103b342644d8286ebbf59b895f28d2b1a100dd,2.8401055592052136,False,49591.68595108,169693.52163858,0.0,0.83,0.0,48309.430091,0.9741437332591417,False
7328,0x2242e501d46bb6e852070ad30bd9ddd6e6b351b7,2.840617424588227,False,3273.48431086,11203.27297897,0.0,0.83,0.0,3225.921039,0.9854701390496341,False
7329,0x5e93781e8bac02c42d1efb9c80c7b9962ca66215,2.8407136658719008,False,1090.51739034,3971.59955591,1808.75028547,0.78,0.73,1081.639093,0.9918586375433849,False
7330,0xaeea10c04c66bebe2db03a8189d5a128eaa5daab,2.840743352751286,False,3329.20249265,11394.46969995,0.0,0.83,0.0,3000.0,0.9011167108709092,False
7331,0x33c6b1074501d39c19f9962185f56b1fad81b16d,2.8413652596925085,False,9354.0464362,34074.69561714,15520.48136431,0.78,0.73,8727.001473,0.9329653784084985,False
7332,0x2989278fd23070c3a9401e5b65f9c1765d0a19dd,2.8419191586403096,False,57961.42492038,209766.37781706,79036.99643194,0.7852,0.6531,57250.0,0.9877258897386104,False
7333,0x1564e72be0dfa9a0c6eba9dc08054584ad61560a,2.842359892616483,False,1777.08854933,6235.95705956,3118.13774242,0.81,0.785,1700.0,0.9566208733047861,False
7334,0xa9f95587c73c3881a89ecaa775f7af180050e9bd,2.8424917953007207,False,3149.43971675,10785.85127067,0.0,0.83,0.0,2850.0,0.9049228613084866,False
7335,0xda1e3afeead3cb2f5d646e796075e35664db0bc3,2.8425314291227104,False,1163.413441,4082.76453223,2041.5567168,0.81,0.785,1100.0,0.9454936321300418,False
7336,0x37ef98a3c46a921ce959e425cab5047f2a612f54,2.843325992423662,False,53241.17130232,194131.39064549,88571.80956421,0.7797,0.7305,15940.107712,0.2993943844977995,False
7337,0x3ac51ad5f949b60d787944282b5c0196030d0964,2.8433510499368375,False,6281.19242155,22132.76129613,10247.55371439,0.8069,0.7468,5945.0,0.9464763377736104,False
7338,0x378bcce7235d53bbc3774bff8559191f06e6818e,2.8442460523828292,False,298084.95504721,1021478.26104547,0.0,0.83,0.0,270000.0,0.9057820444417869,True
7339,0xd7002ef82ac2f910b32abb3877800548fbaa88f2,2.844959332497129,False,986.72330527,3382.15382641,0.0,0.83,0.0,957.84005,0.9707281107928261,False
7340,0x343a6aed149f6412500b6f6bedbe85f3dd23ba91,2.8450238990259544,False,628980.10944503,2155980.05226876,0.0,0.83,0.0,529636.947029,0.8420567504055355,True
7341,0x95bbbe7a52ca7c3f6fcc53879619e664d57e2d75,2.8497533897721867,False,37140.49396742,149072.18110066,0.0,0.71,0.0,23000.584497,0.6192859071065758,False
7342,0xf46eb790498fc3eca645c247b6cc3c19495e4e7c,2.849867364937444,False,23826.9304722,81811.55609561,0.0,0.83,0.0,22610.0,0.948926259149501,False
7343,0xfb0687547c9afb991aa546f1aa4f24a9675e0d0c,2.8507667373054018,False,41.68027638,152.33428911,69.52375467,0.78,0.73,40.0,0.9596865345929838,False
7344,0x925713c121423e7bbf7045ff163bdbc0a298207a,2.85239460213535,False,1150072.43384513,4620366.76389368,0.0,0.71,0.0,1025966.10337,0.892088248685176,True
7345,0x0d4d903edfbc2997714c41f7b17cf8bd81801968,2.85394350120558,False,52.27562553,179.74901416,0.0,0.83,0.0,50.0,0.956468707797785,False
7346,0x6286b9f080d27f860f6b4bb0226f8ef06cc9f2fc,2.8577869288098845,False,4096236.56311717,14847642.29245423,4937069.00761198,0.7884,0.6084,356351.492991,0.08699485185978181,True
7347,0xb4acf88b7a11d65e554774741941047f6feb85d2,2.8582117400220803,False,22764.60607152,78392.84859108,0.0,0.83,0.0,20000.0,0.8785568235692556,False
7348,0x340de53a8b031bf6c0573a81892fd89997ae15d6,2.8593378709954886,False,11608.2181885,39990.14202549,0.0,0.83,0.0,11000.0,0.9476045178834983,False
7349,0x85d76b2a0e15e8bafbd26c926f19ed41152c6b6e,2.8597050493817906,False,20.55553854,70.82262332,0.0,0.83,0.0,20.0,0.9729737783848887,False
7350,0xf2e7fd6c7ac39165a428245f15da6487ce04270a,2.859763176712033,False,10763.76236511,37086.51958388,0.0,0.83,0.0,9000.0,0.8361388606248764,False
7351,0x124f837317308f42359e21bdee87e30299b037b3,2.859769363312412,False,2033.98532517,7008.10713054,0.0,0.83,0.0,2000.0,0.983291263339297,False
7352,0xd3f571b0d2ca80d0a0202a45cba2e3ff564396ff,2.859891028195698,False,460.53667021,1855.04886097,0.0,0.71,0.0,450.0,0.9771208876696065,False
7353,0xaa2521be1d0f3db18ce55ca561ead82b59468076,2.8602587023117994,False,90985.2163198,327631.9231204,79711.01562592,0.7943,0.521,89733.0,0.9862371452149035,False
7354,0x69c41bf1e258955ef0077341f018e1c009bcb285,2.8608006226292466,False,75621.01661363,261654.19337727,0.0,0.8268,0.0155,69193.118184,0.9149985186992128,False
7355,0x4509b8a5bcace979350e1561eced27bab2c658d5,2.86154688358715,False,3156.04807812,11490.73911809,3984.29720986,0.7859,0.6214,2800.0,0.8871854707827863,False
7356,0x55bbe4e86e9227d44581d199c8c6cb625db0bc4f,2.8618605739920864,False,96787.62468675,333726.129086,0.0,0.8299,0.0,91995.072048,0.9504838283379622,False
7357,0x56d6929069f299f6d99c552737afa4a7a82c601b,2.8620217451488625,False,4600.09517858,17323.12161954,7352.8587389,0.76,0.69,4449.636404,0.9672922474994431,False
7358,0x135df64e05ed5e814cabd4183b5d70c546c6309a,2.862177288310855,False,723.22511316,2493.97408822,0.0,0.83,0.0,686.31805,0.9489687754359893,False
7359,0x0d15992b57baa2fbc938e34613a267e9b9cbb213,2.863926283984853,False,2122.7036932,7324.41796864,0.0,0.8299,0.0,2000.0,0.9421946201944827,False
7360,0x66fb888ac60be95c6be47826b344fe86ee54531c,2.8647440409286795,False,4153.03573738,14688.12886472,7377.14542142,0.81,0.785,4000.0,0.9631508739492465,False
7361,0x819a3bda7c5d4f6bfbbdac12e79eecd43d27c2ea,2.8650854383668696,False,5024.0204621,17676.18124783,0.0,0.8143,0.2287,5000.0,0.9952188765389781,False
7362,0x64f02c60bab531db58895487ba3cf580788aafa0,2.865212526616825,False,40156.2621991,147088.9267326,62438.26419688,0.7822,0.6975,12501.0,0.311308854843571,False
7363,0x3174026e581f7b5ce46ad94495265045710f5d99,2.8702308004631094,False,2120.47096529,7332.82057357,0.0,0.83,0.0,1775.3203,0.8372292424938738,False
7364,0x66e455b08e9befc7be7d560dde6f63136f5bb90d,2.8707080202671933,False,29691.06297131,120048.41211549,0.0,0.71,0.0,20838.098751,0.7018306744738484,False
7365,0x72ac185fbdaf70aabc98d0b76d771c79c23bb408,2.8711251227285426,False,1671.28972582,5940.66582579,0.0,0.8077,0.0433,1615.0,0.9663195884290008,False
7366,0x360437c56970abd955cacf8e53f744c33836852b,2.8714020348839933,False,21115.3172421,77731.49345665,35628.67298125,0.78,0.73,21000.0,0.994538692420397,False
7367,0x83dd9b4b6d5e0a757397ae503c95f6d8ec49a271,2.871737257241683,False,310.02753264,1141.43284135,534.74691324,0.78,0.7401,292.0,0.9418518333307728,False
7368,0xea84cc2e9bf8ef0a00045bf42b10434b117f469e,2.8717773114925635,False,622.86693021,2208.31496081,1110.66031402,0.81,0.785,524.733747,0.8424491999006685,False
7369,0xf5c093cf588bc056ec8ce8b389be142cedd27d64,2.8721422215715258,False,557.04333084,1927.83400188,0.0,0.8298,0.0015,522.470981,0.9379359774618141,False
7370,0x2c36aa500db38e78bac7d065304a5393025a897a,2.87382576999048,False,3087.54341288,11154.91198123,2540.10968165,0.7954,0.5045,3030.0,0.9813627194228423,False
7371,0x7e03f4b4fd7b2acbae9d7dd9861dc95e268f97e4,2.8739592911646112,False,341073.81481425,1256708.02443381,576323.04302243,0.78,0.73,163022.898281,0.4779695514584808,True
7372,0xcfbfaebe291af69ffd70b2bf7f8f83fc117ed520,2.874894944536763,False,3857.01025881,13359.63770371,0.0,0.83,0.0,2122.861496,0.5503904199246192,False
7373,0x8f74eb145d88612a874e557578d29700b980b317,2.8754610268897776,False,188.84397609,654.23312459,0.0,0.83,0.0,80.0,0.423630139845569,False
7374,0xc041374c6f1bf7c504f18ecc0c3be5592d803cfe,2.875708500925825,False,3024.93368439,11152.34296274,5116.27667841,0.78,0.73,3000.0,0.9917572790046046,False
7375,0xb6968410575b7742bea3bb0d848296cb9d925a4e,2.878214475739807,False,37247.68529132,129164.85179913,0.0,0.83,0.0,36749.99338,0.986638313027307,False
7376,0x5231e31c3ca39dd94ff56becb662ea50bc4da7d1,2.87834686356614,False,331476.38427307,1177906.18644276,593179.97208449,0.81,0.785,300000.0,0.905041849837665,True
7377,0xa334f7ee731a237672d229635871a0bab74e6999,2.880572865517944,False,118924.71250833,429589.11462376,85258.99367234,0.7974,0.4753,2913.717469,0.02450052144373198,True
7378,0x90a4d5bd8f737af3eedfd69fd3df3105a2d49d5d,2.880759852556881,False,1876.13727083,6511.68786469,0.0,0.83,0.0,1800.0,0.9594180703012648,False
7379,0x7fc54d3b0871ef10e472e79748b379c13eedb6fb,2.8807904014151267,False,9633.36991746,34612.2927293,4619.97222846,0.8017,0.4118,9500.0,0.9861554244669589,False
7380,0x7d946949314e3588e81791fa84ab59bc9db4b802,2.8815609323960722,False,36840.9213668,127902.84304102,0.0,0.83,0.0,35500.0,0.963602393288448,False
7381,0x77029b7d84c591408c0f74158f2d370403386e6c,2.882146030354869,False,20040.993947,69591.6519864,0.0,0.83,0.0,20000.0,0.9979544953155313,False
7382,0x1ebd367777e6459b090267e1f7e85e2891d4362b,2.8824284148116734,False,5593.24609161,19424.2547777,0.0,0.83,0.0,5531.946196,0.9890403721549189,False
7383,0x41bbef997212da384382623baa66da4490ae8a76,2.885062004294701,False,10046.60020574,34921.76448906,0.0,0.83,0.0,8669.030874,0.8628820393437232,False
7384,0xf0a3c9add0a622837e5f8aeace18e4b149501f17,2.8861459688549176,False,308.64503065,1090.31970006,247.52704835,0.817,0.5101,300.0,0.9719903779698194,False
7385,0x44560a7a034bcab424436afe9ab5d5b8da52df6d,2.8862885187662517,False,9178.41562747,33345.75355003,8128.03046499,0.7944,0.519,9142.723625,0.9961113111544898,False
7386,0xdd7fe26ef4d7c3dec9f44f83f002af988f80bd33,2.887104213927319,False,128.96995839,477.37142351,219.51118077,0.78,0.73,126.0,0.9769717038985237,False
7387,0x0ebfca6556d6036b0479f0d908faf8a0761780cf,2.8874527936948304,False,4230.82205086,15317.84745198,3031.36942612,0.7975,0.4741,4214.32971,0.9961018590094927,False
7388,0xa639be0c25bd39a1c9c4749c4e4f56c34b202464,2.8876994798709874,False,20707.56100406,72907.23507131,0.0,0.8201,0.1433,18000.0,0.8692477108468184,False
7389,0x9d00f0c4dbc82a516892f233849bc25509044c6a,2.8879217575648077,False,358090.54672049,1276712.93957084,644129.11084261,0.81,0.785,300000.0,0.8377769330899625,True
7390,0x52b16672b35d3c5feb397cf4587b31409cc6e078,2.888399043198812,False,77.20390913,275.22926586,4.45661405,0.8102,0.2967,50.472801,0.6537596550326389,False
7391,0x3ec8120a2dd21885f65ac28d194a880f9de0858d,2.888695530699779,False,5554.80799316,20065.29960576,1076.77352654,0.7996,0.3305,4223.570323,0.7603449710954474,False
7392,0xeb91c6dbb6a03e85f01c113bfe8abcbf4d0004f2,2.8902027642349406,False,891.05193849,3137.09707553,226.38203981,0.8209,0.3562,867.0,0.973007254177844,False
7393,0xcbf391ea4069a79684865319393b46b58e0e9144,2.890527172185109,False,50349.79806418,175346.33664885,0.0,0.83,0.0,50000.0,0.9930526421628519,False
7394,0x0dfe40f33ea60424afab92b4b32eee8d253453d6,2.8908572138489617,False,471456.82976541,1659267.91514452,0.0,0.8213,0.2557,120636.352681,0.25587995562823196,True
7395,0x16802bd01593b0f832da37d99ee4ce8a12c917e9,2.8915937136935876,False,3033.26972332,11244.85085114,5175.47139801,0.78,0.73,1464.857488,0.4829301781961783,False
7396,0x0d7f37d554f895dadfc9e19a3efe52c7d689b281,2.8927915294813666,False,23713.71816256,87947.2346579,41164.95684457,0.78,0.7377,23400.0,0.9867706042380436,False
7397,0x3757e0327691d94df7dbaefbaaf1cb8f6b123014,2.8931615243807687,False,3172.40292234,11058.16153584,0.0,0.83,0.0,400.0,0.12608738857955518,False
7398,0x79442f1d6cb9f5c6d74707020016792b9f768d51,2.8949645702801168,False,70289.21437756,247219.65946625,0.0,0.823,0.1036,56997.318149,0.8108970722426587,False
7399,0x8ebf0873aeb42d959b03658a98ef5be85c72c56a,2.895364038932782,False,53996.72006953,190175.75898619,0.0,0.822,0.1187,53000.0,0.9815410997511228,False
7400,0x6ac4abca4a84cf48693eeb77e4376294a6f5d73a,2.897275301556053,False,90.43130125,335.90304564,154.77792206,0.78,0.73,80.0,0.8846494398973386,False
7401,0xf1c3906e9309bf36a60f2c756bd2eaaa5175a6b9,2.8974357544797553,False,602.37212381,2237.60837055,1031.08198669,0.78,0.73,600.0,0.9960620292403369,False
7402,0x789268fa8b0704aff44ace685703ad81759030b3,2.8993484984112246,False,1091037.44175279,3905305.88698318,1974627.679529,0.81,0.785,191845.265115,0.1758374715415759,True
7403,0x1958b6bc7c62d18b5a20d5a38615d2b019c0be95,2.899557842968588,False,1505.81027757,5527.30684146,1727.66422468,0.7899,0.585,1482.035723,0.9842114541757769,False
7404,0x89f9ee810cc17eb4afb57ee6a76055e05daac1ea,2.901096816571035,False,3007.18813802,10511.016788,0.0,0.83,0.0,2826.358741,0.93986761428932,False
7405,0x8f3864588c5a20436941159005afd17bf4e679e4,2.9012164885630223,False,622.95219917,2180.51689127,0.0,0.8288,0.0172,618.0,0.9920504347258134,False
7406,0xcf43742fe1445a6193ddbbfd8b3a4588a3764ff6,2.901218070684166,False,507.33997627,1808.37952398,632.84331359,0.8139,0.6305,500.0,0.9855324306908277,False
7407,0x045b112aa52a38e8fda25d630ff7d2fd96bca2ef,2.9013128350669843,False,3071.49697552,10736.59469632,0.0,0.83,0.0,2940.0,0.9571879846967006,False
7408,0x8ddba2fdbfa8542bc52340b74eca451f180c8cec,2.9017705807532215,False,2156.35236148,7538.84318588,0.0,0.83,0.0,2127.558591,0.986647001207058,False
7409,0x53584a0a90f0919eadbbbabb5b36e57cac35bed0,2.901812878924683,False,19081.35544289,66711.47345966,0.0,0.83,0.0,19000.0,0.9957363907855763,False
7410,0x214fa20537ee3c45ee63d901634ae43cbd000b02,2.90204669350787,False,4079.60211233,14264.0913505,0.0,0.83,0.0,4000.0,0.9804877754893266,False
7411,0xa82ef06c24113ee209e87ecc96bb67127e4517fd,2.9020668993437164,False,2.03682028,7.12167315,0.0,0.83,0.0,2.0,0.9819226662452516,False
7412,0x446059b64b3e166a660a260954315ba73c8baca3,2.9033583162678043,False,22485.15417405,83695.46072281,38612.5321536,0.78,0.73,18005.062779,0.8007533610678796,False
7413,0xedc3f9821fb59bdeb43dee38fa845a65b2ff6e1e,2.904329223744262,False,13689.72181536,52212.59160846,23793.69770035,0.7614,0.7179,1000.0,0.07304750333772234,False
7414,0xa11e83307594b93f29a6f8ca9f713dfbe836879a,2.9045120910434847,False,4869.01059271,18130.89761275,8366.54466459,0.78,0.73,3800.384809,0.7805250649259272,False
7415,0x3ce21222573f66bbd7e216fe85196a20f41546b3,2.9049909400598124,False,510.25957725,1976.39926532,873.21990847,0.75,0.7,500.0,0.9798934156115342,False
7416,0xb2317631fc49a2d8e840028207f5d78912b68186,2.9059451985982387,False,2210.76817173,8236.37327417,3801.78431841,0.78,0.73,1600.0,0.7237303397343315,False
7417,0x8c61b9743cf60253f8c8a9d37c630033cefa3564,2.9063507081115505,False,201.22019667,749.76469369,346.10802972,0.78,0.73,198.082488,0.9844065917739568,False
7418,0xc439f348255bb060ee4684dc5b1a16cf9ddcfbee,2.9067776287277667,False,272667.44470879,1016132.8568742,469109.54080937,0.78,0.73,50000.0,0.18337355988134268,True
7419,0xcb77ea9c605eeaafcea47d4327050a6d88253848,2.9077531309641964,False,2012478.38545594,7314737.9078841,3656443.49315423,0.8,0.775,2000160.031396,0.9938790129876852,True
